"Category","Case","Title","Story Points","Priority","Assigned To","Tags","Milestone","Date Opened","Project","QA Buddy","Opened By","Salesforce Case","Due Date","HotFix","Resolved By","Original Estimate","Current Estimate","Date Resolved","Date Closed","Subcases"
"Bug","35690","SF:152673, Profit MaxAppraisal - NAAA Transaction Details Missing","0","Medium","App Support","","Undecided","02/12/16 07:34 PM","002:FLM","","Bill Rogalla","152673","","0","Bill Rogalla","0","0","09/06/16 03:50 PM","09/06/16 04:04 PM",""
"Feature","35726","SF:152889, MAX4Web 2.0 Price v Market-Unfavorable Comparison displayed for inventory","0","Medium","App Support","#closerconfiguration","Undecided","02/15/16 06:42 PM","002:FLM","","Bill Rogalla","152889","","0","Michelle C Clay","0","0","09/13/16 07:56 PM","09/14/16 07:39 PM","37315,"
"Bug","35727","SF:152935, HENDRICK-Cost To Market Appraisal- No Automatic Transmission in Listings","0","Medium","App Support","","Undecided","02/15/16 07:03 PM","002:FLM","","Bill Rogalla","152935","","0","Michelle C Clay","0","0","07/06/16 09:31 PM","07/07/16 01:55 PM",""
"Bug","35750","SF:153057, Profit Max Appraisal - Inaccurate Search Results - Engine Type","0","Medium","App Support","","Undecided","02/16/16 05:31 PM","002:FLM","","Help Desk Support","153057","","0","Bill Rogalla","0","0","09/07/16 06:01 PM","09/07/16 07:28 PM",""
"Bug","35787","SF:153123, Profit MAX Pricing - Market Listings Data Not Accurate","0","Medium","App Support","","Undecided","02/17/16 03:06 PM","002:FLM","","Bill Rogalla","153123","","0","Dan Webster","0","0","05/03/16 03:10 PM","05/03/16 03:10 PM",""
"Bug","35810","SF:153519, Package Summary MSRP Calculation Incorrect","0","Medium","App Support","","Undecided","02/18/16 05:50 PM","002:FLM","","Bill Rogalla","153519","","0","Michelle C Clay","0","0","09/07/16 07:17 PM","09/07/16 07:25 PM",""
"Feature","35833","Pricing Campaigns: No GID Export Setting in Admin","0","Medium","Tim Muir","","Undecided","02/19/16 08:28 PM","002:FLM","","Tim Muir","","","0","Michelle C Clay","0","0","06/10/16 06:56 PM","06/10/16 06:56 PM",""
"Bug","35846","SF:153963, Page Display Issue-- Incorrect Make/Model Displaying in MAX","5","Critical","App Support","customercase","Undecided","02/22/16 10:42 PM","002:FLM","","Bill Rogalla","153963","","0","Michelle C Clay","0","0","07/13/16 07:13 PM","07/25/16 08:58 PM",""
"Task","35849","SF:153957, HENDRICK-Inconsistent Market Avg Prices on Same Vehicle Between Profit MAX, PDF, and ""Closer""","0","Medium","App Support","#closerconfiguration","Undecided","02/23/16 04:15 PM","002:FLM","","Bill Rogalla","153957","","0","Michelle C Clay","0","0","09/13/16 07:57 PM","09/14/16 07:32 PM",""
"Bug","35894","SF:154432, Auto Load Issue-- Packages Not Loading - Mercedes Benz","0","Medium","Bill Rogalla","","Undecided","02/26/16 08:08 PM","002:FLM","","Help Desk Support","154432","","0","Dan Webster","0","0","11/09/16 08:09 PM","11/09/16 08:09 PM",""
"Bug","35911","SF:154663, CARite Kalamazoo - Unable to View Mobile Appraisal after Saving","0","High","App Support","","Undecided","02/29/16 09:45 PM","002:FLM","","Help Desk Support","154663","","0","Michelle C Clay","0","0","05/09/16 06:47 PM","05/09/16 10:16 PM",""
"Bug","35959","SF:153939, Profit Max - Appraisal Manager Issue - Last Names Duplicating on Customer Offer","0","Medium","App Support","java","Undecided","03/04/16 07:11 PM","002:FLM","","Dan Webster","153939","","0","Michelle C Clay","12","12","05/17/16 04:55 PM","05/31/16 10:01 PM",""
"Bug","35991","SF:156231, Unit is displaying Multiple Times in PMAX Pricing Summary","3","Medium","App Support","","Undecided","03/08/16 09:45 PM","002:FLM","","Bill Rogalla","156231","","0","Michelle C Clay","0","0","06/13/16 09:20 PM","06/20/16 03:27 PM",""
"Bug","35999","SF:156274, Lexus Northlake - MAX Merchandising MAX 1.0 PDF not printing when Print and Post Online are both selected.","5","Medium","V-MAX-PRODUCT","","Undecided","03/09/16 10:44 PM","002:FLM","","Dan Webster","156274","","0","Michelle C Clay","1","1","06/01/16 06:40 PM","06/01/16 06:40 PM","36282,36410,"
"Bug","36002","SF:156361, Digital Showroom Display Issue-- Price vs. Market Page","0","Medium","App Support","closersettings","Undecided","03/10/16 05:16 AM","002:FLM","","Dan Webster","156361","","0","Michelle C Clay","0","0","09/13/16 07:58 PM","09/14/16 07:30 PM",""
"Bug","36004","SF:156442, KBB Consumer Tool Values Fluctuating and Doesn't Match Value Printed on Check","0","Medium","App Support","","Undecided","03/10/16 06:00 AM","002:FLM","","Dan Webster","156442","","0","Michelle C Clay","0","0","05/16/16 06:46 PM","05/16/16 07:23 PM",""
"Bug","36014","SF:156416, Inventory Overview Issue -- Page Cuts Off Left Side","0","Medium","App Support","","Undecided","03/10/16 09:15 PM","002:FLM","","Dan Webster","156416","","0","Michelle C Clay","0","0","04/21/16 07:12 PM","04/25/16 04:12 PM",""
"Bug","36033","SF:157055, FirstLook Issue-- Wrong Trims in KBB Dropdown","0","Medium","App Support","","Undecided","03/15/16 04:05 AM","002:FLM","","Dan Webster","157055","","0","Bill Rogalla","0","0","07/06/16 03:39 PM","07/11/16 06:43 PM",""
"Bug","36034","SF:157154, Profit Max - Appraisal - Missing Engine Type in Listings / Cost to Market","0","Medium","App Support","","Undecided","03/15/16 04:28 AM","002:FLM","","Dan Webster","157154","","0","Bill Rogalla","0","0","04/15/16 08:08 PM","04/20/16 03:58 AM",""
"Bug","36050","SF:157210, Profit MAX Issue-- CARite Abilene - Pricing Proof Points (Market Average) Inaccurate","3","High","App Support","","Undecided","03/16/16 03:43 AM","002:FLM","","Dan Webster","157210","","0","Bill Rogalla","0","0","10/05/16 05:41 PM","10/05/16 06:42 PM",""
"Bug","36051","SF:157216, Boch Honda - Sold Units Pricing History Request","0","Medium","App Support","","Undecided","03/16/16 03:49 AM","002:FLM","","Dan Webster","157216","","0","Dan Webster","0","0","05/12/16 02:26 PM","05/12/16 02:26 PM",""
"Bug","36062","New Carfax Service gives The VIN provided has no displayable records for several VINs.","0","Medium","Michelle C Clay","","Undecided","03/16/16 07:51 PM","002:FLM","","Advait Gupte","","","0","Michelle C Clay","0","0","06/22/16 08:55 PM","06/22/16 08:55 PM",""
"Bug","36068","SF:157420, ProfitMAX Issue-- Selected Trim in Profit MAX Not Saving","0","Medium","App Support","","Undecided","03/17/16 12:48 AM","002:FLM","","Dan Webster","157420","","0","Michelle C Clay","0","0","04/19/16 03:00 PM","04/20/16 09:19 PM",""
"Bug","36069","SF:157455, Windy City Chevrolet DPP - Online Buying and Live Auctions","0","Medium","App Support","","Undecided","03/17/16 12:55 AM","002:FLM","","Dan Webster","157455","","0","Michelle C Clay","0","0","04/19/16 03:57 PM","04/20/16 03:35 AM",""
"Bug","36070","SF:157523, Will Not Appraise Vehicle After Filling in all Information for a New Appraisal - See Results Dead Button","0","Medium","App Support","","Undecided","03/17/16 02:22 PM","002:FLM","","Dan Webster","157523","","0","Dhiresh Mehta","0","0","03/17/16 06:34 PM","03/20/16 08:56 PM",""
"Bug","36083","SF:157118, Appraisal Manager Issue-- VIN Decoding Wrong in KBB / Wrong Trims","0","Medium","App Support","","Undecided","03/18/16 06:08 PM","002:FLM","","Dan Webster","157118","","0","Dan Webster","0","0","04/28/16 09:27 PM","04/28/16 09:27 PM",""
"Bug","36088","SF:158035, Page Display Issue - PMRs - Retail Inventory Sales Analysis Showing 'Infinity' as Unit%","0","Medium","V-MAX-PRODUCT","","Undecided","03/20/16 05:08 AM","002:FLM","","Dan Webster","158035","","0","Kris Franken","0","0","03/23/16 03:55 PM","03/23/16 03:55 PM",""
"Bug","36089","SF:157678, Non-CPO Units Re-Marking as CPO in MAX AD / Online","0","Medium","App Support","","Undecided","03/20/16 05:22 AM","002:FLM","","Dan Webster","157678","","0","Michelle C Clay","0","0","03/23/16 07:03 PM","03/24/16 02:45 AM",""
"Bug","36090","SF:157641, Litchfield ford - Max for Web Display Issue - Packages Being Cut off in I-Frame","0","Medium","App Support","","Undecided","03/20/16 05:42 AM","002:FLM","","Dan Webster","","","0","Michelle C Clay","0","0","04/19/16 04:15 PM","04/20/16 03:40 AM",""
"Bug","36102","SF:158374, Market Days Supply - Inquiry - How Is It Calculated - Not Changing With Trims","0","Medium","App Support","","Undecided","03/22/16 02:44 PM","002:FLM","","Dan Webster","158374","","0","Michelle C Clay","0","0","03/23/16 09:47 PM","03/24/16 02:49 AM",""
"Task","36111","Production Java Boxes Need To be Restarted Frequently","0","Medium","Dhiresh Mehta","","Undecided","03/22/16 09:26 PM","002:FLM","","Dhiresh Mehta","","","0","Dhiresh Mehta","8","8","05/03/16 03:35 PM","05/03/16 03:35 PM",""
"Bug","36114","SF:158019, CARite Chesterfield - FL Search Bar Issue - Blank Screen Unit in Stock","3","Medium","V-MAX-PRODUCT","","Undecided","03/23/16 03:01 AM","002:FLM","","Dan Webster","158019","","0","Michelle C Clay","0","0","05/31/16 08:33 PM","05/31/16 08:33 PM",""
"Bug","36115","SF:158034, Edmunds True Value missing for 2013 Honda Pilots","0","Medium","App Support","","Undecided","03/23/16 03:15 AM","002:FLM","","Dan Webster","158034","","0","Bill Rogalla","0","0","03/28/16 09:56 PM","04/13/16 09:44 PM",""
"Bug","36144","SF:158366, Clarion Auto Center - MakeADeal Book - Unable to Update Book Preference","3","Low","App Support","","Undecided","03/24/16 07:04 PM","002:FLM","","Dan Webster","158366","","0","Bill Rogalla","0","0","10/21/16 07:32 PM","10/24/16 04:32 PM",""
"Bug","36152","SF:157954, KBB Values for CPO Units Incorrect","3","Medium","App Support","","Undecided","03/25/16 03:51 AM","002:FLM","","Dan Webster","157954","","0","Michelle C Clay","0","0","06/01/16 06:54 PM","06/02/16 02:34 PM",""
"Bug","36165","SF:159330, FirstLook Search Bar Not Working - Blank Page When Searching by Stock","0","Medium","App Support","","Undecided","03/28/16 08:02 PM","002:FLM","","Dan Webster","159330","","0","Michelle C Clay","0","0","03/31/16 07:23 PM","04/04/16 07:50 PM",""
"Bug","36166","SF:159217, Vehicle Missing from Market Listing- Pricing Tab","0","High","App Support","","Undecided","03/29/16 03:56 AM","002:FLM","","Dan Webster","159217","","0","Michelle C Clay","0","0","04/20/16 09:06 PM","04/20/16 09:26 PM",""
"Bug","36168","SF: 159394, Boch Auto Group - HEATER - Boch Honda (Norwood) - Prices Again ""changing without the dealer repricing""","0","Medium","App Support","","Undecided","03/29/16 02:02 PM","002:FLM","","Kara Korte","159394","","0","Michelle C Clay","0","0","04/04/16 09:04 PM","04/04/16 09:25 PM",""
"Task","36171","Update the M4W button script to work for VDP like SRP","0","Medium","App Support","","Undecided","03/29/16 09:25 PM","002:FLM","","Kara Korte","","","0","Graham Smith","0","0","04/12/16 09:32 PM","04/13/16 09:38 PM",""
"Bug","36177","SF:159564, DSR Issue--Not Enough Info from Leads","0","Medium","App Support","","Undecided","03/30/16 04:22 AM","002:FLM","","Dan Webster","159564","","0","Bill Rogalla","0","0","03/30/16 08:36 PM","03/31/16 02:42 AM",""
"Task","36183","Reports: Discrepancy in mileage figures in Deal Log Report","5","Medium","V-MAX-PRODUCT","java","Undecided","03/31/16 12:42 PM","002:FLM","","Inderjeet Singh","","","0","Michelle C Clay","0","0","07/06/16 07:05 PM","07/06/16 07:05 PM",""
"Bug","36184","Appraisal Redesign:Connect to Twix link on Photos tab of Appraisal redirects to 404 page.","0","Medium","Abhishek Kumar","","Undecided","03/31/16 12:50 PM","002:FLM","","Shailesh Panchal","","","0","Abhishek Kumar","0","0","05/23/16 03:02 PM","05/23/16 03:02 PM",""
"Bug","36187","SF:159814, Profit Max - Appraisal - Unable to Create / Print Customer Offer","0","Medium","App Support","","Undecided","03/31/16 03:46 PM","002:FLM","","Dan Webster","159814","","0","Bill Rogalla","0","0","03/31/16 04:02 PM","04/04/16 06:14 PM",""
"Bug","36194","SF:154842, Edmunds Error - Unable to Print Just Trade-In TMV Values in Chrome","0","Medium","App Support","","Undecided","04/01/16 03:32 AM","002:FLM","","Dan Webster","","","0","Michelle C Clay","0","0","04/19/16 05:55 PM","04/20/16 03:46 AM",""
"Bug","36195","SF:159334, Appraisal Manager Issue-- Carfax Value Price Reports Missing","0","Medium","App Support","","Undecided","04/01/16 03:39 AM","002:FLM","","Dan Webster","159334","","0","Bill Rogalla","0","0","11/09/16 09:10 PM","11/09/16 09:14 PM",""
"Bug","36202","SF:158743, Sold vehicle still showing up in Market Listings in Appraisal Manager","0","Medium","App Support","","Undecided","04/04/16 03:45 AM","002:FLM","","Dan Webster","158743","","1","Michelle C Clay","0","0","04/20/16 06:32 PM","04/20/16 09:00 PM",""
"Bug","36203","SF:159915, Appraisal Manager Issue-- Unable to Save Appraisals","0","Medium","App Support","","Undecided","04/04/16 03:58 AM","002:FLM","","Dan Webster","159915","","1","Michelle C Clay","0","0","04/21/16 08:20 PM","04/25/16 04:10 PM",""
"Bug","36209","SF:160395, Add Body Style Filter Within Profit MAX - Porsche of West Broward (URGENT)","0","Medium","App Support","","Undecided","04/04/16 08:15 PM","002:FLM","","Dan Webster","160395","","0","Bill Rogalla","0","0","04/04/16 08:52 PM","04/04/16 09:20 PM",""
"Bug","36210","SF:160368, Chrysler Store Milford - Special Price Locks on all 2016 Units After Campaign Expires","0","Medium","App Support","","Undecided","04/05/16 03:41 AM","002:FLM","","Dan Webster","160368","","0","J. Travis Huber","1","1","04/05/16 11:32 PM","04/06/16 03:04 PM",""
"Bug","36211","SF:159227, Market Listings Issue-- Trim Level Comparison Inaccurate","0","Medium","App Support","","Undecided","04/05/16 04:05 AM","002:FLM","","Dan Webster","159227","","0","Bill Rogalla","0","0","05/06/16 05:03 PM","05/09/16 03:23 PM",""
"Internal Defect","36215","Server Error on -  PMR Retail/Wholesale Profitability by Buyer report- BETA","0","Ground Level","Monisha Lakshamana","","Undecided","04/05/16 06:46 PM","002:FLM","","Mukesh Khankari","","","0","Monisha Lakshamana","6","6","04/20/16 03:25 PM","04/20/16 03:25 PM",""
"Internal Task","36218","Generate DSR stickers for BMW of Milwaukee North","2","Medium","J. Travis Huber","","Undecided","04/05/16 07:57 PM","002:FLM","","J. Travis Huber","","","0","J. Travis Huber","0.25","0.25","04/05/16 08:09 PM","04/05/16 08:09 PM",""
"Internal Task","36219","Send vin through autoload for jeff","0","Medium","J. Travis Huber","","Undecided","04/05/16 08:00 PM","002:FLM","","J. Travis Huber","","","0","Michelle C Clay","0","0","09/08/16 09:05 PM","09/08/16 09:05 PM",""
"Bug","36221","SF:160461, Dealer Wants to Not be Logged Out After a Certain Amount of Time / No Activity","0","Medium","App Support","","Undecided","04/05/16 09:36 PM","002:FLM","","Dan Webster","160461","","0","Bill Rogalla","0","0","05/11/16 05:59 PM","05/12/16 02:38 PM",""
"Bug","36222","SF:160636, ProfitMAX CTM Appraisal Unable to Compare by Trim","0","Medium","App Support","","Undecided","04/06/16 04:01 AM","002:FLM","","Dan Webster","160636","","0","Michaela Baker","0","0","04/16/16 12:17 AM","04/20/16 10:02 PM",""
"Bug","36223","SF:160573, Profit Max - Pricing Issue Not Updating Correctly - Unit C5070A","0","Medium","App Support","","Undecided","04/06/16 04:08 AM","002:FLM","","Dan Webster","160573","","0","Bill Rogalla","0","0","04/19/16 02:05 PM","04/20/16 03:31 AM",""
"Bug","36224","SF:160436, North Star Chevrolet - Market Listings/Mystery Shopping Discrepancy - Missing Listings","0","Critical","App Support","","Undecided","04/06/16 04:20 AM","002:FLM","","Dan Webster","160436","","0","Bill Rogalla","0","0","04/25/16 06:29 PM","04/25/16 09:25 PM",""
"Bug","36249","SF:159251, VIN Decoding Concern-- Info not pulling for unit L17419C","0","Low","App Support","","Undecided","04/07/16 02:33 AM","002:FLM","","Dan Webster","159251","","0","Michelle C Clay","0","0","06/14/16 07:20 PM","06/20/16 03:19 PM",""
"Bug","36250","SF:160326, M4W Mileage Incorrect - U22295 / 1FAHP2J81FG155077","0","Medium","App Support","","Undecided","04/07/16 02:41 AM","002:FLM","","Dan Webster","160326","","0","Bill Rogalla","0","0","05/23/16 06:29 PM","05/24/16 09:56 PM",""
"Bug","36251","SF:160888, eStock Card Issue-- KBB Values Adjustment Math Incorrect","0","Medium","App Support","","Undecided","04/07/16 03:27 AM","002:FLM","","Dan Webster","160888","","0","Michelle C Clay","0","0","04/21/16 09:04 PM","04/25/16 04:06 PM",""
"Task","36261","M4W on CDK VDPs doesn't open in an iFrame","0","Medium","App Support","","Undecided","04/07/16 09:42 PM","002:FLM","","Kara Korte","","","0","Graham Smith","0","0","04/12/16 09:33 PM","04/13/16 09:38 PM",""
"Bug","36263","SF:156651, Len Stoler - MAX For Website Setup Issues - Dealer.com","0","Medium","App Support","","Undecided","04/08/16 03:52 AM","002:FLM","","Dan Webster","156651","","0","Michelle C Clay","0","0","05/13/16 06:50 PM","06/20/16 06:24 PM",""
"Bug","36264","SF:156654, Len Stoler - MAX For Website Setup Issues - Cobalt / CDK","0","Medium","App Support","","Undecided","04/08/16 03:56 AM","002:FLM","","Dan Webster","156654","","0","Michelle C Clay","0","0","05/13/16 06:51 PM","06/20/16 06:23 PM",""
"Bug","36266","SF:161020, Profit Max - Display Issue - Page Goes Blank When Pricing in Max","0","Medium","V-MAX-PRODUCT","","Undecided","04/08/16 04:49 AM","002:FLM","","Dan Webster","161020","","0","Dan Webster","0","0","04/08/16 03:43 PM","04/08/16 03:43 PM",""
"Bug","36267","SF:160964, MAX Ad Issue-- Ads Not Saving - Locks Not Working","0","Medium","App Support","","Undecided","04/08/16 01:37 PM","002:FLM","","Dan Webster","160964","","0","Bill Rogalla","0","0","04/08/16 01:56 PM","04/13/16 09:04 PM",""
"Bug","36268","FL Appraisal: First car of the day not loading","0","Medium","Inna Tulika","","Undecided","04/08/16 02:34 PM","002:FLM","","Inna Tulika","","","0","Inna Tulika","0","0","10/26/16 07:24 PM","10/26/16 07:24 PM",""
"Internal Task","36271","String interpolation breaks build","0","Medium","Michelle C Clay","","Undecided","04/09/16 03:59 AM","002:FLM","","J. Travis Huber","","","0","Michelle C Clay","0","0","06/22/16 08:55 PM","06/22/16 08:55 PM",""
"Bug","36278","SF:159794, FirstLook Mobile Issue - Server Error When Saving Appraisals / Inputting Info","0","Medium","App Support","","Undecided","04/11/16 04:07 PM","002:FLM","","Dan Webster","159794","","0","Michelle C Clay","0","0","05/11/16 07:04 PM","05/12/16 02:45 PM",""
"Bug","36282","SF:161171, Grand CDJ - MAX Merchandising Error message","0","Medium","App Support","","Undecided","04/11/16 04:24 PM","002:FLM","","Dan Webster","161171","","0","Bill Rogalla","0","0","05/23/16 03:58 PM","05/23/16 04:59 PM",""
"Bug","36290","SF:161221, Stocking Report Error - Units Missing - Chevrolet Captivas","0","Medium","App Support","","Undecided","04/12/16 12:35 PM","002:FLM","","Dan Webster","161221","","0","Michelle C Clay","0","0","05/11/16 06:55 PM","05/12/16 02:53 PM",""
"Bug","36291","SF:161421, Appraisal Manager-- Average Price Incorrect","0","Medium","App Support","","Undecided","04/12/16 12:43 PM","002:FLM","","Dan Webster","161421","","0","Bill Rogalla","0","0","04/12/16 02:11 PM","04/20/16 09:13 PM",""
"Bug","36292","SF:161423, Appraisal Market Listing Issues-- Data Incorrect","0","Medium","App Support","","Undecided","04/12/16 12:45 PM","002:FLM","","Dan Webster","161423","","0","Bill Rogalla","0","0","04/12/16 02:14 PM","04/20/16 04:00 AM",""
"Internal Defect","36295","FL Only: Pricing Summary Header is missing redistribution item","0","Medium","Kara Korte","","Undecided","04/12/16 03:01 PM","002:FLM","","Advait Gupte","","","0","Michelle C Clay","0","0","09/13/16 08:37 PM","09/13/16 08:37 PM",""
"Bug","36299","SF:161416, Appraisal Manager Issue-- Appraisal Car Missing from Market Listings","0","Medium","App Support","","Undecided","04/12/16 04:41 PM","002:FLM","","Dan Webster","161416","","0","Michelle C Clay","0","0","05/11/16 06:48 PM","05/12/16 02:55 PM",""
"Bug","36305","SF:161681, Accessing NEW Vehicle populating via Profit MAX","0","Medium","App Support","","Undecided","04/12/16 09:42 PM","002:FLM","","Bill Rogalla","161681","","0","Michelle C Clay","0","0","05/11/16 06:46 PM","07/25/16 09:27 PM",""
"Bug","36314","SF:161384, DSR Issue-- Carfax Not Showing for Passport BMW","5","High","App Support","dsrsync","Undecided","04/13/16 08:19 PM","002:FLM","","Dan Webster","161384","","0","Dan Webster","0","0","06/20/16 03:02 PM","06/20/16 03:02 PM",""
"Bug","36321","SF:158619, Trade In Inventory Analyzed Report Inaccurate","0","Medium","App Support","","Undecided","04/14/16 02:33 PM","002:FLM","","Dan Webster","158619","","0","Michelle C Clay","0","0","05/09/16 07:00 PM","05/09/16 10:12 PM",""
"Internal Defect","36330","Max: Inventory Page - Missing Title and Meta Tags in INT-B","0","Ground Level","Inna Tulika","","Undecided","04/14/16 11:05 PM","002:FLM","","Tim Muir","","","0","Inna Tulika","0","0","11/10/16 08:56 PM","11/10/16 08:56 PM",""
"Bug","36334","SF:161916, VIN is Not Properly Decoding - Trim Missing - 2015 BMW 6 Series","0","Medium","App Support","","Undecided","04/15/16 06:24 PM","002:FLM","","Dan Webster","161916","","0","Bill Rogalla","0","0","04/18/16 07:49 PM","04/20/16 03:24 AM",""
"Bug","36336","SF:161824, Len Stoler Ford Hyundai - Price Vs MSRP Not Showing up in DSR","0","High","App Support","dsrsync","Undecided","04/15/16 06:46 PM","002:FLM","","Dan Webster","161824","","0","J. Travis Huber","30","30","07/19/16 08:45 PM","07/19/16 08:45 PM",""
"Bug","36339","SF:162435, Leith Porsche- Marketing Listings Trim-2012 Porsche Cayman R","0","Medium","App Support","","Undecided","04/15/16 11:07 PM","002:FLM","","Bill Rogalla","162435","","0","Bill Rogalla","0","0","05/19/16 03:09 PM","05/23/16 02:49 PM",""
"Bug","36351","SF:162412, Windy City Sales Demo - Profit MAX Market Average Issue","0","Medium","App Support","","Undecided","04/18/16 04:19 PM","002:FLM","","Dan Webster","162412","","0","Bill Rogalla","0","0","04/18/16 07:36 PM","09/19/16 10:32 PM",""
"Bug","36370","SF:162754, Leith Porsche - 2013 Porsche 911 base- Market Listings Data Issues","0","Medium","App Support","","Undecided","04/19/16 06:48 PM","002:FLM","","Dan Webster","162754","","0","Bill Rogalla","0","0","05/13/16 06:06 PM","05/16/16 07:15 PM",""
"Bug","36377","SF:162933, Profit Max Appraisal Issue - 'Waiting for MMR to Load' Or MMR Doesn't Load At All","0","Medium","App Support","","Undecided","04/20/16 03:35 PM","002:FLM","","Dan Webster","162933","","0","Michelle C Clay","0","0","06/10/16 07:03 PM","06/13/16 03:02 PM",""
"Bug","36384","SF:162814, Customer Inquiry-- Who is Approving Ads","0","Medium","App Support","","Undecided","04/21/16 03:27 PM","002:FLM","","Dan Webster","162814","","0","Dan Webster","0","0","05/12/16 02:24 PM","05/12/16 02:24 PM",""
"Bug","36385","SF:162809, Profit MAX Issue-- Vehicle at 0 Market Day Supply","0","Medium","App Support","","Undecided","04/21/16 03:55 PM","002:FLM","","Dan Webster","162809","","0","Michelle C Clay","0","0","06/13/16 08:31 PM","06/20/16 03:21 PM",""
"Bug","36387","SF:163010, DBO Inquiry - Who Deleted a Push Appraisal","0","Medium","App Support","","Undecided","04/21/16 10:21 PM","002:FLM","","Dan Webster","163010","","0","Dan Webster","0","0","05/12/16 02:28 PM","05/12/16 02:28 PM",""
"Bug","36410","SF:163505, M4W Issue - ""Is this a good Deal"" Price Not Updating","0","Medium","App Support","dsrsync","Undecided","04/25/16 06:34 PM","002:FLM","","Dan Webster","163505","","0","Michelle C Clay","0","0","06/14/16 07:37 PM","06/20/16 03:09 PM",""
"Bug","36425","SF:163829, Westside VW - AT and Cars.co Mystery Shop Button  Not Working","0","Medium","App Support","","Undecided","04/27/16 03:51 AM","002:FLM","","Dan Webster","163829","","0","Michelle C Clay","0","0","07/01/16 04:23 PM","07/05/16 02:59 PM",""
"Bug","36434","SF:162680, New Infiniti CPO Certified Program","0","Medium","App Support","","Undecided","04/27/16 03:53 PM","002:FLM","","Dan Webster","162680","","0","Michelle C Clay","0","0","05/03/16 09:39 PM","05/03/16 10:30 PM",""
"Internal Defect","36439","Pricing Campaigns: First MSRP campaign overrode the second one","0","Medium","Inna Tulika","","Undecided","04/27/16 09:22 PM","002:FLM","","Inna Tulika","","","0","Inna Tulika","0","0","05/18/16 01:59 PM","10/18/16 07:20 PM",""
"Bug","36442","SF:163791, Mercedes Benz of Des Moines - Max 4 Web Display issue on Motortrak Mobile Site","0","Medium","App Support","","Undecided","04/28/16 03:55 AM","002:FLM","","Dan Webster","163791","","0","Bill Rogalla","0","0","04/28/16 07:31 PM","08/03/16 10:18 PM",""
"Bug","36444","SF:163964, Market Listing Data Concern - Missing Listings","0","Medium","App Support","","Undecided","04/28/16 04:16 AM","002:FLM","","Dan Webster","163964","","0","Bill Rogalla","0","0","05/13/16 06:28 PM","05/16/16 07:13 PM",""
"Bug","36454","SF:163971, DSR Publishing Concern - Pricing Not Updating on Price vs Market Page","0","Medium","App Support","","Undecided","04/28/16 09:05 PM","002:FLM","","Dan Webster","163971","","0","Bill Rogalla","0","0","06/21/16 06:31 PM","06/27/16 03:05 PM",""
"Bug","36460","SF:164119, Max Mobile Photo Display Issue- Photos Appear Combined and With an Incorrect Blank ""place holder""","0","Medium","App Support","","Undecided","04/28/16 10:08 PM","002:FLM","","Dan Webster","164119","","0","Bill Rogalla","0","0","04/29/16 02:48 PM","05/03/16 08:28 PM",""
"Bug","36470","SF:164237, Trims in Profit MAX - SuperCab Cab Type Not Available - 1FTFX1EF6EFA68154","0","Medium","App Support","","Undecided","04/29/16 08:46 PM","002:FLM","","Dan Webster","164237","","0","Dan Webster","0","0","06/27/16 02:52 PM","06/27/16 02:52 PM",""
"Internal Task","36471","SF:164065, M4W Leads Not Pushing to CRM - Dealer Socket","0","High","App Support","","Undecided","04/29/16 08:58 PM","002:FLM","","Dan Webster","164065","","0","Michelle C Clay","0","0","07/11/16 07:20 PM","07/11/16 08:16 PM",""
"Bug","36488","SF:164515, Profit Max - Appraisal Display Issue - FL Only Missing High Value Equipment in CTM","0","High","App Support","","Undecided","05/02/16 07:35 PM","002:FLM","","Dan Webster","164515","","0","Bill Rogalla","0","0","05/05/16 01:15 AM","05/05/16 06:38 PM",""
"Bug","36491","SF:163624, Oyster Bay BMW - Missing Pricing Proof Points - MSRP on USED ","0","Medium","App Support","","Undecided","05/02/16 08:30 PM","002:FLM","","Dan Webster","163624","","0","Bill Rogalla","0","0","05/03/16 01:51 PM","05/03/16 02:45 PM",""
"Bug","36493","SF:164411, Update GM CPO Verbiage Request","0","Medium","App Support","","Undecided","05/02/16 09:37 PM","002:FLM","","Dan Webster","164411","","0","Bill Rogalla","0","0","05/03/16 01:48 PM","05/03/16 02:36 PM",""
"Feature","36504","The ability to apply fees to new vehicles","0","Medium","Michelle C Clay","","Undecided","05/03/16 08:04 PM","002:FLM","","Michelle C Clay","","","0","Michelle C Clay","0","0","06/30/16 08:59 PM","06/30/16 08:59 PM",""
"Bug","36506","SF:164334, Greg Hubler Chevrolet - Market Listing Concern - Missing Listings","0","High","App Support","","Undecided","05/03/16 08:24 PM","002:FLM","","Dan Webster","164334","","0","Michelle C Clay","0","0","07/11/16 07:31 PM","07/12/16 02:40 PM",""
"Bug","36508","SF:164538, Mobile Auction Run List Issue - 'Dealer's Auto Auction' Huntsville and Mobile Not Showing Vehicles in Run List","0","Medium","App Support","","Undecided","05/03/16 09:40 PM","002:FLM","","Dan Webster","164538","","0","Bill Rogalla","0","0","05/04/16 02:44 PM","05/04/16 04:49 PM",""
"Bug","36509","SF:164619, New Car Pricing Issue -- Discounts Still Active After Expiration Date","0","Critical","App Support","","Undecided","05/04/16 03:35 AM","002:FLM","","Dan Webster","164619","","0","Michelle C Clay","0","0","05/10/16 07:35 PM","05/12/16 02:49 PM",""
